CB_m1_0h	CB_m2_0h	CB_m3_0h	CB_m4_6h_flag	CB_m5_6h_flag	CB_m6_6h_flag	CB_m7_6h_aCD3	CB_m8_6h_aCD3	CB_m9_6h_aCD3	CB_m10_24h_flag	CB_m11_24h_flag	CB_m12_24h_flag	CB_m13_24h_aCD3	CB_m14_24h_aCD3	CB_m15_24h_aCD3
ID=fig|208479.6.peg.3271;Name=Bacteriophage FIG00602643: hypothetical protein	0	6	4	2	13	9	12	12	4	4	4	12	2	8	2
ID=fig|208479.6.peg.3272;Name=Bacteriophage FIG01449286: hypothetical protein	0	14	14	6	24	11	14	18	14	4	16	14	6	8	2
ID=fig|208479.6.repeat.23;Name=repeat region	0	3	0	2	1	2	1	3	3	2	5	4	1	0	0
ID=fig|208479.6.peg.3273;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3274;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3275;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3276;Name=hypothetical protein	36	0	0	8	4	0	3	2	12	0	11	18	10	21	10
ID=fig|208479.6.peg.3277;Name=hypothetical protein	10	8	10	12	9	10	28	16	40	22	20	14	40	25	18
ID=fig|208479.6.peg.3278;Name=hypothetical protein	5	2	5	2	3	0	0	5	2	0	0	2	0	0	0
ID=fig|208479.6.peg.3279;Name=hypothetical protein	2	8	6	10	12	2	16	0	18	16	7	17	32	14	13
ID=fig|208479.6.peg.3280;Name=hypothetical protein	6	4	0	2	2	1	5	0	7	0	1	6	6	1	1
ID=fig|208479.6.peg.3281;Name=hypothetical protein	12	13	19	10	16	26	41	14	21	17	17	35	49	32	16
ID=fig|208479.6.peg.3282;Name=hypothetical protein	2	7	0	6	2	3	9	4	4	1	8	6	13	8	0
ID=fig|208479.6.peg.3283;Name=hypothetical protein	6	16	8	4	23	12	42	14	10	18	20	22	24	8	14
ID=fig|208479.6.peg.3284;Name=Ferrous iron transport protein B	31	116	79	103	155	96	183	90	83	59	40	86	174	103	93
ID=fig|208479.6.repeat.24;Name=repeat region	3	2	0	6	3	2	8	4	0	0	0	0	6	3	0
ID=fig|208479.6.peg.3285;Name=Mobile element protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3286;Name=Heat shock protein 60 family chaperone GroEL	175	1123	365	892	1539	644	4372	1973	1646	732	764	338	1256	259	268
ID=fig|208479.6.peg.3287;Name=Heat shock protein 60 family co-chaperone GroES	21	67	29	79	124	34	304	147	157	51	87	41	110	16	20
ID=fig|208479.6.peg.3288;Name=hypothetical protein	76	208	202	99	166	178	250	144	136	262	174	456	152	218	100
ID=fig|208479.6.peg.3289;Name=hypothetical protein	8	12	14	4	12	2	20	2	4	14	8	10	16	10	12
ID=fig|208479.6.peg.3290;Name=Transcriptional regulator%2C GntR family domain / Aspartate aminotransferase (EC 2.6.1.1);Ontology_term=KEGG_ENZYME:2.6.1.1	20	32	24	2	14	10	26	14	12	36	14	38	28	26	20
ID=fig|208479.6.peg.3291;Name=hypothetical protein	24	38	70	312	558	792	1144	906	524	48	14	82	250	114	122
ID=fig|208479.6.peg.3292;Name=Glutaminyl-tRNA synthetase (EC 6.1.1.18);Ontology_term=KEGG_ENZYME:6.1.1.18	66	146	132	62	128	66	104	36	81	219	204	252	134	96	90
ID=fig|208479.6.peg.3293;Name=hypothetical protein	2	10	12	4	6	10	15	6	6	51	16	42	34	10	10
ID=fig|208479.6.peg.3294;Name=Branched-chain amino acid transport protein azlD	4	12	2	4	6	6	15	0	2	17	4	14	6	6	0
ID=fig|208479.6.peg.3295;Name=Response regulators consisting of a CheY-like receiver domain and an HD-GYP domain	14	26	14	8	12	16	22	4	2	48	18	20	42	30	14
ID=fig|208479.6.peg.3296;Name=auxin-responsive GH3 protein homolog%2C putative	10	15	9	6	10	10	20	6	4	40	2	10	12	9	4
ID=fig|208479.6.peg.3297;Name=membrane protein%2C putative	2	1	7	2	0	0	2	0	0	4	4	4	4	3	2
ID=fig|208479.6.peg.3298;Name=hypothetical protein	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
ID=fig|208479.6.peg.3299;Name=hypothetical protein	4	0	0	0	0	0	0	0	2	2	2	0	0	0	2
ID=fig|208479.6.peg.3300;Name=L-lactate dehydrogenase (EC 1.1.1.27);Ontology_term=KEGG_ENZYME:1.1.1.27	66	63	60	59	81	80	83	54	65	102	45	163	62	95	61
ID=fig|208479.6.peg.3301;Name=Twitching motility protein PilT	16	51	50	20	45	50	48	28	25	79	50	82	35	58	35
ID=fig|208479.6.peg.3302;Name=FIG00524152: hypothetical protein	2	29	14	7	10	14	10	4	10	22	13	20	10	4	10
ID=fig|208479.6.peg.3303;Name=hypothetical protein	4	24	12	6	15	6	16	8	17	32	20	57	6	23	8
ID=fig|208479.6.peg.3304;Name=FIG00522935: hypothetical protein	12	12	11	6	12	16	14	0	7	23	8	35	20	11	14
ID=fig|208479.6.peg.3305;Name=FIG00525558: hypothetical protein	23	35	21	8	14	10	27	8	7	29	22	23	32	24	8
ID=fig|208479.6.peg.3306;Name=Type IV fimbrial assembly protein PilC	57	174	98	82	118	100	177	70	85	183	130	206	146	139	100
ID=fig|208479.6.peg.3307;Name=Transglutaminase-like enzyme%2C putative cysteine protease	16	132	86	24	83	70	111	32	61	181	86	193	109	88	54
ID=fig|208479.6.peg.3308;Name=23S rRNA (guanosine(2251)-2'-O)-methyltransferase (EC 2.1.1.185);Ontology_term=KEGG_ENZYME:2.1.1.185	10	93	52	34	79	30	57	12	18	136	52	108	98	46	44
ID=fig|208479.6.peg.3309;Name=Mini-ribonuclease III	20	39	22	18	49	26	27	13	9	38	40	80	77	33	25
ID=fig|208479.6.peg.3310;Name=Cysteinyl-tRNA synthetase (EC 6.1.1.16);Ontology_term=KEGG_ENZYME:6.1.1.16	86	235	178	75	248	132	238	79	117	291	181	291	288	169	186
ID=fig|208479.6.peg.3311;Name=2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase (EC 4.6.1.12);Ontology_term=KEGG_ENZYME:4.6.1.12	20	69	36	22	38	38	62	23	30	72	31	101	50	34	36
ID=fig|208479.6.peg.3312;Name=Transcription regulator [contains diacylglycerol kinase catalytic domain]	30	89	67	40	64	72	77	37	34	105	60	90	72	62	57
ID=fig|208479.6.peg.3313;Name=Predicted glucose transporter in b-glucoside utilization gene cluster	2	2	4	4	35	3	16	0	0	16	12	12	16	8	2
ID=fig|208479.6.peg.3314;Name=CII phage-related protein	4	0	0	2	11	1	6	0	2	4	4	0	4	0	0
ID=fig|208479.6.peg.3315;Name=Thiol peroxidase%2C Bcp-type (EC 1.11.1.15);Ontology_term=KEGG_ENZYME:1.11.1.15	16	28	38	10	17	21	44	22	48	24	20	73	40	36	24
ID=fig|208479.6.peg.3316;Name=Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1);Ontology_term=KEGG_ENZYME:3.2.2.1	0	4	4	2	9	2	2	2	2	8	6	6	8	0	2
ID=fig|208479.6.peg.3317;Name=ABC transporter%2C permease protein 2 (cluster 1%2C maltose/g3p/polyamine/iron)	0	2	0	0	2	2	0	2	2	6	0	2	2	0	2
ID=fig|208479.6.peg.3318;Name=hypothetical protein	2	4	6	2	6	0	2	2	2	10	6	4	8	2	6
ID=fig|208479.6.peg.3319;Name=N-Acetyl-D-glucosamine ABC transport system%2C sugar-binding protein	8	4	10	4	4	4	6	2	0	6	12	30	12	2	10
ID=fig|208479.6.peg.3320;Name=two component transcriptional regulator%2C AraC family	2	0	2	2	2	2	0	0	2	2	2	2	2	4	0
ID=fig|208479.6.peg.3321;Name=hypothetical protein	2	4	0	0	2	0	2	0	0	2	0	2	0	2	0
ID=fig|208479.6.peg.3322;Name=PTS system%2C fructose-specific IIA component / PTS system%2C fructose-specific IIB component (EC 2.7.1.69) / PTS system%2C fructose-specific IIC component;Ontology_term=KEGG_ENZYME:2.7.1.69	84	72	32	18	108	16	24	10	20	96	106	87	84	66	28
ID=fig|208479.6.peg.3323;Name=1-phosphofructokinase (EC 2.7.1.56);Ontology_term=KEGG_ENZYME:2.7.1.56	6	8	2	0	16	4	2	6	6	10	14	35	6	10	4
ID=fig|208479.6.peg.3324;Name=Sialic acid utilization regulator%2C RpiR family	12	22	16	20	24	14	8	20	8	42	13	43	14	20	12
ID=fig|208479.6.peg.3325;Name=hypothetical protein	20	36	46	16	78	26	40	20	26	68	51	80	56	46	34
ID=fig|208479.6.peg.3326;Name=Xanthine permease	32	48	110	16	4	12	74	10	12	10	2	284	68	6	6
ID=fig|208479.6.peg.3327;Name=hypothetical protein	4	0	2	4	6	0	0	2	2	5	0	4	2	4	0
ID=fig|208479.6.peg.3328;Name=Cystathionine beta-lyase (EC 4.4.1.8);Ontology_term=KEGG_ENZYME:4.4.1.8	0	2	0	2	2	0	2	0	2	5	0	0	2	0	0
ID=fig|208479.6.peg.3329;Name=Creatinine amidohydrolase (EC 3.5.2.10);Ontology_term=KEGG_ENZYME:3.5.2.10	0	2	0	0	3	2	0	0	1	0	0	0	0	0	0
ID=fig|208479.6.peg.3330;Name=Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate%2C subunit B	0	6	4	4	3	2	0	2	2	2	2	8	2	4	0
ID=fig|208479.6.peg.3331;Name=hypothetical protein	2	2	0	2	2	0	0	0	1	0	0	2	0	0	0
ID=fig|208479.6.peg.3332;Name=hypothetical protein	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
ID=fig|208479.6.peg.3333;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3334;Name=hypothetical protein	30	72	40	36	60	44	66	64	58	48	34	64	108	68	56
ID=fig|208479.6.peg.3335;Name=hypothetical protein	43	32	14	20	12	13	32	9	21	58	48	60	38	22	26
ID=fig|208479.6.peg.3336;Name=Glycosyltransferase	36	58	40	18	48	23	18	13	16	59	38	104	51	18	10
ID=fig|208479.6.peg.3337;Name=hypothetical protein	13	36	22	10	20	22	20	14	21	33	10	42	36	12	14
ID=fig|208479.6.peg.3338;Name=Carbamate kinase (EC 2.7.2.2);Ontology_term=KEGG_ENZYME:2.7.2.2	58	319	200	134	254	248	344	188	190	362	196	345	360	224	224
ID=fig|208479.6.peg.3339;Name=Probable transcriptional regulator	70	95	120	138	242	218	266	208	340	124	106	266	126	149	72
ID=fig|208479.6.peg.3340;Name=hypothetical protein	2	0	0	2	4	0	3	0	0	2	6	2	6	0	2
ID=fig|208479.6.peg.3341;Name=Carbamoyl-phosphate synthase large chain (EC 6.3.5.5);Ontology_term=KEGG_ENZYME:6.3.5.5	28	64	38	20	110	32	71	14	8	68	68	28	49	35	10
ID=fig|208479.6.peg.3342;Name=Carbamoyl-phosphate synthase small chain (EC 6.3.5.5);Ontology_term=KEGG_ENZYME:6.3.5.5	2	10	4	8	24	6	12	2	4	16	16	6	10	8	2
ID=fig|208479.6.peg.3343;Name=hypothetical protein	4	14	4	2	16	6	16	6	12	28	6	14	30	7	2
ID=fig|208479.6.peg.3344;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3345;Name=spore cortex-lytic enzyme SleC	102	383	359	241	455	370	421	245	315	498	278	800	429	417	246
ID=fig|208479.6.peg.3346;Name=Cytidylate kinase (EC 2.7.4.25);Ontology_term=KEGG_ENZYME:2.7.4.25	8	27	27	36	63	45	91	43	41	29	26	78	29	41	16
ID=fig|208479.6.repeat.25;Name=repeat region	0	4	2	1	0	0	2	2	0	3	4	0	2	0	0
ID=fig|208479.6.peg.3347;Name=Transposase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3348;Name=Mobile element protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3349;Name=transposase IS116/IS110/IS902 family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3350;Name=Cytidylate kinase (EC 2.7.4.25);Ontology_term=KEGG_ENZYME:2.7.4.25	2	2	0	3	0	2	2	6	0	4	0	4	0	0	2
ID=fig|208479.6.peg.3351;Name=Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193);Ontology_term=KEGG_ENZYME:3.5.4.26,KEGG_ENZYME:1.1.1.193	2	0	1	0	1	0	0	0	0	0	0	0	6	0	0
ID=fig|208479.6.peg.3352;Name=Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193);Ontology_term=KEGG_ENZYME:3.5.4.26,KEGG_ENZYME:1.1.1.193	2	4	1	2	4	2	4	6	2	13	0	2	9	2	2
ID=fig|208479.6.peg.3353;Name=Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9);Ontology_term=KEGG_ENZYME:2.5.1.9	0	4	4	0	0	4	4	0	2	1	4	2	1	0	2
ID=fig|208479.6.peg.3354;Name=3%2C4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25);Ontology_term=KEGG_ENZYME:4.1.99.12,KEGG_ENZYME:3.5.4.25	0	2	2	6	2	4	2	6	0	6	6	4	8	6	2
ID=fig|208479.6.peg.3355;Name=6%2C7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78);Ontology_term=KEGG_ENZYME:2.5.1.78	10	18	14	8	5	8	10	6	5	12	12	10	10	16	4
ID=fig|208479.6.peg.3356;Name=Sensory box histidine kinase/response regulator	44	82	54	14	45	50	82	30	46	71	50	104	82	74	54
ID=fig|208479.6.peg.3357;Name=hypothetical protein	3	1	0	0	0	0	0	0	1	1	0	0	0	4	0
ID=fig|208479.6.peg.3358;Name=diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	9	43	30	12	26	12	40	10	19	37	38	46	46	22	16
ID=fig|208479.6.peg.3359;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3360;Name=hypothetical protein	2	4	3	2	0	4	0	8	0	2	2	8	4	0	8
ID=fig|208479.6.peg.3361;Name=Xylitol dehydrogenase (EC 1.1.1.9);Ontology_term=KEGG_ENZYME:1.1.1.9	0	2	5	4	2	6	8	2	2	8	2	10	4	2	4
ID=fig|208479.6.peg.3362;Name=Glycerol kinase (EC 2.7.1.30);Ontology_term=KEGG_ENZYME:2.7.1.30	0	6	6	2	6	10	8	4	4	20	4	28	12	8	8
ID=fig|208479.6.peg.3363;Name=Transketolase%2C C-terminal section (EC 2.2.1.1);Ontology_term=KEGG_ENZYME:2.2.1.1	2	2	4	0	4	3	14	2	6	0	2	8	7	8	0
ID=fig|208479.6.peg.3364;Name=Transketolase%2C N-terminal section (EC 2.2.1.1);Ontology_term=KEGG_ENZYME:2.2.1.1	2	0	8	0	2	5	4	0	2	4	2	2	3	0	4
ID=fig|208479.6.peg.3365;Name=Ribose ABC transport system%2C permease protein RbsC (TC 3.A.1.2.1)	0	4	4	0	2	2	4	0	0	4	0	9	2	2	4
ID=fig|208479.6.peg.3366;Name=hypothetical protein	2	6	6	4	0	10	4	4	2	4	4	21	10	6	6
ID=fig|208479.6.peg.3367;Name=Ribose ABC transport system%2C periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	0	4	8	2	2	8	8	0	2	8	2	22	6	10	2
ID=fig|208479.6.peg.3368;Name=Evolved beta-D-galactosidase transcriptional repressor	12	20	8	6	4	2	12	2	4	27	13	10	16	8	8
ID=fig|208479.6.peg.3369;Name=Ribonucleotide reductase of class III (anaerobic)%2C activating protein (EC 1.97.1.4);Ontology_term=KEGG_ENZYME:1.97.1.4	53	57	44	30	42	16	34	13	22	94	31	46	79	36	14
ID=fig|208479.6.peg.3370;Name=Ribonucleotide reductase of class III (anaerobic)%2C large subunit (EC 1.17.4.2);Ontology_term=KEGG_ENZYME:1.17.4.2	51	137	102	138	250	84	196	69	92	422	132	212	285	126	45
ID=fig|208479.6.peg.3371;Name=hypothetical protein	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0
ID=fig|208479.6.peg.3372;Name=Maltose operon transcriptional repressor MalR%2C LacI family	54	74	58	30	38	20	52	12	20	98	56	145	172	62	76
ID=fig|208479.6.peg.3373;Name=PTS system%2C maltose and glucose-specific IIC component / PTS system%2C maltose and glucose-specific IIB component (EC 2.7.1.69) / PTS system%2C maltose and glucose-specific IIA component;Ontology_term=KEGG_ENZYME:2.7.1.69	16	48	39	35	10	8	64	48	12	42	20	36	70	20	70
ID=fig|208479.6.peg.3374;Name=Exodeoxyribonuclease III (EC 3.1.11.2);Ontology_term=KEGG_ENZYME:3.1.11.2	10	30	25	27	16	6	32	18	6	26	14	27	53	18	27
ID=fig|208479.6.peg.3375;Name=4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25);Ontology_term=KEGG_ENZYME:2.4.1.25	56	83	66	77	61	30	64	44	36	68	37	91	119	94	63
ID=fig|208479.6.peg.3376;Name=N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28);Ontology_term=KEGG_ENZYME:3.5.1.28	988	507	424	688	583	732	804	419	573	601	473	916	642	1060	284
ID=fig|208479.6.peg.3377;Name=transcription regulator%2C AsnC-type	2	8	4	2	10	0	0	3	0	34	20	43	8	6	4
ID=fig|208479.6.peg.3378;Name=L%2CL-diaminopimelate aminotransferase (EC 2.6.1.83);Ontology_term=KEGG_ENZYME:2.6.1.83	6	17	10	6	14	12	20	4	8	86	28	94	17	24	6
ID=fig|208479.6.peg.3379;Name=Diaminopimelate epimerase (EC 5.1.1.7);Ontology_term=KEGG_ENZYME:5.1.1.7	8	26	12	8	16	16	20	4	4	24	27	55	12	14	14
ID=fig|208479.6.peg.3380;Name=Glutamine synthetase-associated two-component response regulator	15	35	16	11	25	16	39	12	13	44	36	43	12	32	12
ID=fig|208479.6.peg.3381;Name=Glutamine synthetase type I (EC 6.3.1.2);Ontology_term=KEGG_ENZYME:6.3.1.2	23	114	66	23	76	50	117	22	35	100	54	160	52	96	38
ID=fig|208479.6.peg.3382;Name=Diaminopimelate epimerase (EC 5.1.1.7);Ontology_term=KEGG_ENZYME:5.1.1.7	50	276	232	292	521	474	724	248	222	219	108	378	232	324	267
ID=fig|208479.6.peg.3383;Name=AraC-type DNA-binding domain-containing protein%2C transcriptional regulator	0	5	10	8	6	4	14	6	7	4	2	4	12	4	6
ID=fig|208479.6.peg.3384;Name=Branched-chain amino acid ABC transporter%2C amino acid-binding protein (TC 3.A.1.4.1)	56	388	199	42	64	78	142	34	23	927	245	502	336	200	172
ID=fig|208479.6.peg.3385;Name=High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)	8	60	21	8	10	8	34	6	0	105	19	57	53	16	22
ID=fig|208479.6.peg.3386;Name=Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)	10	81	40	6	8	12	25	12	7	114	48	69	79	18	32
ID=fig|208479.6.peg.3387;Name=Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)	8	104	44	4	10	16	21	8	9	99	46	91	72	24	50
ID=fig|208479.6.peg.3388;Name=Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)	24	108	36	8	4	14	24	2	4	127	26	83	37	32	27
ID=fig|208479.6.peg.3389;Name=hypothetical protein	80	254	237	328	574	672	926	691	556	260	154	414	334	522	244
ID=fig|208479.6.peg.3390;Name=hypothetical protein	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3391;Name=Cell division protein FtsH (EC 3.4.24.-);Ontology_term=KEGG_ENZYME:3.4.24.-	290	791	490	292	744	565	835	352	366	972	442	782	730	724	398
ID=fig|208479.6.peg.3392;Name=CTP synthase (EC 6.3.4.2);Ontology_term=KEGG_ENZYME:6.3.4.2	21	46	42	30	30	20	44	20	16	54	55	55	56	41	14
ID=fig|208479.6.peg.3393;Name=hypothetical protein	145	82	94	82	77	71	92	34	58	89	67	87	114	267	36
ID=fig|208479.6.peg.3394;Name=ABC transporter%2C ATP-binding protein (cluster 3%2C basic aa/glutamine/opines)	20	65	28	20	41	18	38	19	6	150	137	130	101	58	22
ID=fig|208479.6.peg.3395;Name=ABC transporter%2C permease protein (cluster 3%2C basic aa/glutamine/opines)	44	81	52	25	60	22	20	19	10	118	96	111	73	58	26
ID=fig|208479.6.peg.3396;Name=ABC transporter%2C substrate-binding protein (cluster 3%2C basic aa/glutamine/opines)	30	61	42	12	35	8	20	4	2	113	123	163	68	48	16
ID=fig|208479.6.peg.3397;Name=hypothetical protein	6	3	4	1	2	0	8	0	2	11	22	18	10	2	2
ID=fig|208479.6.peg.3398;Name=NPQTN specific sortase B	10	46	30	10	16	46	32	10	22	41	66	28	19	14	14
ID=fig|208479.6.peg.3399;Name=FIG00532106: hypothetical protein	16	26	30	18	38	54	34	8	26	53	68	26	21	18	6
ID=fig|208479.6.peg.3400;Name=FIG00520423: hypothetical protein	24	172	154	112	198	230	280	146	164	208	110	216	180	136	162
ID=fig|208479.6.peg.3401;Name=Multi antimicrobial extrusion protein (Na(+)/drug antiporter)%2C MATE family of MDR efflux pumps	24	42	19	12	39	22	45	4	10	54	36	36	66	22	26
ID=fig|208479.6.peg.3402;Name=ErfK/YbiS/YcfS/YnhG family protein%2C putative	74	230	187	92	169	114	201	66	70	230	134	166	319	133	280
ID=fig|208479.6.peg.3403;Name=Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8);Ontology_term=KEGG_ENZYME:5.2.1.8	8	21	18	15	63	12	37	8	8	85	51	104	12	49	6
ID=fig|208479.6.peg.3404;Name=Predicted hydroxymethylpyrimidine transporter CytX	14	50	16	17	25	10	40	4	2	204	12	152	12	122	4
ID=fig|208479.6.peg.3405;Name=Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7);Ontology_term=KEGG_ENZYME:2.7.4.7	16	18	12	2	2	8	19	7	2	86	10	74	12	49	0
ID=fig|208479.6.peg.3406;Name=Membrane associated histidine kinase-like ATPase	22	56	21	14	33	23	33	23	24	59	31	53	47	50	18
ID=fig|208479.6.peg.3407;Name=hypothetical protein	6	31	18	4	12	12	9	1	2	12	7	20	17	6	8
ID=fig|208479.6.peg.3408;Name=putative sodium:solute symport protein	2	16	41	30	32	42	28	18	38	10	6	26	10	20	32
ID=fig|208479.6.peg.3409;Name=Alkaline ceramidase domain protein	8	6	6	8	10	12	15	4	10	12	0	12	2	8	12
ID=fig|208479.6.peg.3410;Name=hypothetical protein	0	0	2	0	0	2	1	0	2	0	0	0	2	0	0
ID=fig|208479.6.peg.3411;Name=hypothetical protein	25	61	26	29	53	54	76	43	45	41	27	68	38	61	23
ID=fig|208479.6.peg.3412;Name=hypothetical protein	14	18	9	14	17	14	40	18	19	8	10	26	7	22	13
ID=fig|208479.6.peg.3413;Name=ErfK/YbiS/YcfS/YnhG family protein	67	160	103	93	187	169	226	103	146	138	92	249	124	166	124
ID=fig|208479.6.peg.3414;Name=NAD-dependent protein deacetylase of SIR2 family	23	85	71	48	184	121	174	92	142	111	46	158	69	75	82
ID=fig|208479.6.peg.3415;Name=hypothetical protein	34	19	22	18	49	28	56	7	6	38	22	14	51	20	26
ID=fig|208479.6.peg.3416;Name=Deoxyribose-phosphate aldolase (EC 4.1.2.4);Ontology_term=KEGG_ENZYME:4.1.2.4	22	71	32	45	316	95	270	55	32	71	34	99	129	46	108
ID=fig|208479.6.peg.3417;Name=Phosphopentomutase (EC 5.4.2.7);Ontology_term=KEGG_ENZYME:5.4.2.7	16	84	62	80	492	197	451	116	56	119	84	141	266	65	164
ID=fig|208479.6.peg.3418;Name=Na+ dependent nucleoside transporter NupC	18	64	56	83	409	146	373	102	46	110	37	109	183	49	114
ID=fig|208479.6.peg.3419;Name=Uridine phosphorylase (EC 2.4.2.3);Ontology_term=KEGG_ENZYME:2.4.2.3	2	0	12	13	130	14	96	16	6	8	0	11	40	2	32
ID=fig|208479.6.peg.3420;Name=Predicted regulator for deoxynucleoside utilization%2C GntR family	8	25	29	8	30	4	30	10	15	26	14	24	32	21	15
ID=fig|208479.6.peg.3421;Name=Two-component transcriptional response regulator%2C LuxR family	4	16	15	4	26	8	10	10	9	10	8	24	24	15	5
ID=fig|208479.6.peg.3422;Name=hypothetical protein	4	4	10	2	12	6	10	8	2	16	12	24	24	8	6
ID=fig|208479.6.peg.3423;Name=hypothetical protein	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
ID=fig|208479.6.peg.3424;Name=hypothetical protein	4	2	0	2	42	8	4	2	20	4	2	2	6	4	2
ID=fig|208479.6.peg.3425;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.3426;Name=FIG00031715: Predicted metal-dependent phosphoesterases (PHP family)	2	22	10	6	10	0	13	11	11	25	18	63	8	12	6
ID=fig|208479.6.peg.3427;Name=Uncharacterized MFS-type transporter	50	52	56	32	80	38	33	21	19	83	32	107	36	96	26
ID=fig|208479.6.peg.3428;Name=DNA-binding response regulator%2C AraC family	12	26	15	10	28	16	41	12	8	19	16	24	34	13	24
ID=fig|208479.6.peg.3429;Name=3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100);Ontology_term=KEGG_ENZYME:1.1.1.100	0	2	3	0	2	2	3	10	6	7	6	2	10	3	0
ID=fig|208479.6.peg.3430;Name=Transcriptional regulator%2C IclR family	0	0	0	2	0	0	0	0	2	2	0	0	4	2	0
ID=fig|208479.6.peg.3431;Name=predicted 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17);Ontology_term=KEGG_ENZYME:5.3.1.17	0	2	0	0	4	2	0	0	1	0	0	0	2	2	0
ID=fig|208479.6.peg.3432;Name=Sodium-dependent anion transporter family	0	8	6	0	2	0	0	0	3	6	2	2	2	2	2
ID=fig|208479.6.peg.3433;Name=Xanthine dehydrogenase%2C molybdenum binding subunit (EC 1.17.1.4);Ontology_term=KEGG_ENZYME:1.17.1.4	4	9	8	6	0	4	6	0	2	14	12	12	6	2	4
ID=fig|208479.6.peg.3434;Name=Xanthine dehydrogenase%2C FAD binding subunit (EC 1.17.1.4);Ontology_term=KEGG_ENZYME:1.17.1.4	2	2	4	0	2	6	0	0	4	12	6	4	4	12	4
ID=fig|208479.6.peg.3435;Name=Alcohol dehydrogenase superfamily%2C zinc-containing	6	14	4	0	2	2	4	2	2	18	0	14	8	4	0
ID=fig|208479.6.peg.3436;Name=Thiamine pyrophosphate-requiring enzymes	2	0	4	0	2	0	4	0	2	2	6	8	2	0	0
ID=fig|208479.6.peg.3437;Name=Transcriptional regulator%2C IclR family	16	25	24	8	22	10	11	12	14	13	16	28	46	26	26
ID=fig|208479.6.peg.3438;Name=Pyruvate%2Cphosphate dikinase (EC 2.7.9.1);Ontology_term=KEGG_ENZYME:2.7.9.1	552	2166	1273	576	1535	704	1515	488	804	3506	2763	3108	2465	1173	722
ID=fig|208479.6.peg.3439;Name=hypothetical protein	441	168	184	599	347	264	498	200	347	339	274	328	427	315	272
ID=fig|208479.6.peg.3440;Name=Two-component transcriptional response regulator%2C LuxR family	12	24	26	19	42	24	96	24	26	33	30	53	30	35	29
ID=fig|208479.6.peg.3441;Name=Two-component system sensor histidine kinase	34	108	84	68	190	114	235	73	100	97	76	151	94	113	73
