Superclass	Class	Subclass	Subsystem.Name	Role.ID	Role.Name	Active	Gene	Product	Organism
METABOLISM	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Nonmevalonate Branch of Isoprenoid Biosynthesis	1-deoxy-D-xylulose_5-phosphate_reductoisomerase_(EC_1.1.1.267)	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	active	fig|671267.8.peg.2567	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	BS
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in metabolic pathways	1-deoxy-D-xylulose_5-phosphate_reductoisomerase_(EC_1.1.1.267)	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	active	fig|671267.8.peg.2567	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2568	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2569	NA	BS
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in cell wall biosynthesis	UDP-N-acetylglucosamine_1-carboxyvinyltransferase_(EC_2.5.1.7)	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	active	fig|671267.8.peg.2570	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	BS
CELLULAR PROCESSES	Cell Cycle, Cell Division and Death	Bacterial cell division related cluster 2	Bacterial cell division related cluster 2	UDP-N-acetylglucosamine_1-carboxyvinyltransferase_(EC_2.5.1.7)	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	active	fig|671267.8.peg.2570	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2571	NA	BS
RNA PROCESSING	RNA Processing	RNA processing and modification	Possible RNA modification and stress response cluster	tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaB	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	active	fig|671267.8.peg.2572	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	BS
RNA PROCESSING	RNA Processing	RNA processing and modification	Threonylcarbamoyladenosine	tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaB	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	active	fig|671267.8.peg.2572	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	BS
RNA PROCESSING	RNA Processing	RNA processing and modification	YrdC-YciO-Sua5 and associated protein families	tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaB	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	active	fig|671267.8.peg.2572	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2573	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2574	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2575	NA	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial	Nicotinate-nucleotide_adenylyltransferase_(EC_2.7.7.18)	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	active	fig|671267.8.peg.2576	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinate-nucleotide_adenylyltransferase_(EC_2.7.7.18)	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	active	fig|671267.8.peg.2576	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2577	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2578	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2579	NA	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate	1,4-dihydroxy-2-naphthoate_polyprenyltransferase_(EC_2.5.1.74)	1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)	likely	fig|671267.8.peg.2580	1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)	BS
METABOLISM	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Nonmevalonate Branch of Isoprenoid Biosynthesis	2-C-methyl-D-erythritol_2,4-cyclodiphosphate_synthase_(EC_4.6.1.12)	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	active	fig|671267.8.peg.2581	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2582	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2583	NA	BS
PROTEIN PROCESSING	Protein Synthesis	Translation	Translation initiation factors, bacterial	Translation_initiation_factor_SUI1-related_protein	Translation initiation factor SUI1-related protein	active	fig|671267.8.peg.2584	Translation initiation factor SUI1-related protein	BS
PROTEIN PROCESSING	Protein Synthesis	Translation	Translation elongation factors, bacterial	Translation_elongation_factor_Ts	Translation elongation factor Ts	active	fig|671267.8.peg.2585	Translation elongation factor Ts	BS
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy	SSU_ribosomal_protein_S2p_(SAe)	SSU ribosomal protein S2p (SAe)	active	fig|671267.8.peg.2586	SSU ribosomal protein S2p (SAe)	BS
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy	SSU_ribosomal_protein_S9p_(S16e)	SSU ribosomal protein S9p (S16e)	active	fig|671267.8.peg.2587	SSU ribosomal protein S9p (S16e)	BS
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial	LSU_ribosomal_protein_L13p_(L13Ae)	LSU ribosomal protein L13p (L13Ae)	active	fig|671267.8.peg.2588	LSU ribosomal protein L13p (L13Ae)	BS
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy	LSU_ribosomal_protein_L13p_(L13Ae)	LSU ribosomal protein L13p (L13Ae)	active	fig|671267.8.peg.2588	LSU ribosomal protein L13p (L13Ae)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2589	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2590	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2591	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2592	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2593	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2594	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2595	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2596	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2597	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2598	NA	BS
PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Asn	Asparaginyl-tRNA_synthetase_(EC_6.1.1.22)	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	active	fig|671267.8.peg.2599	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	BS
RNA PROCESSING	RNA Processing	RNA processing and modification	RNA pseudouridine synthases	LSU_rRNA_pseudouridine(2605)_synthase_(EC_5.4.99.22)	LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)	active	fig|671267.8.peg.2600	LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)	BS
METABOLISM	Nucleosides and Nucleotides	Purines	DeNovo Purine Biosynthesis	Adenylosuccinate_lyase_(EC_4.3.2.2)	Adenylosuccinate lyase (EC 4.3.2.2)	active	fig|671267.8.peg.2601	Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)	BS
METABOLISM	Nucleosides and Nucleotides	Purines	DeNovo Purine Biosynthesis	SAICAR_lyase_(EC_4.3.2.2)	SAICAR lyase (EC 4.3.2.2)	active	fig|671267.8.peg.2601	Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2602	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2603	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2604	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2605	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2606	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2607	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2608	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2609	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2610	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2611	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2612	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2613	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2614	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.102	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.rna.49	NA	BS
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in protein synthesis	LSU_rRNA	LSU rRNA	active	fig|671267.8.rna.50	LSU rRNA ## 23S rRNA, large subunit ribosomal RNA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.rna.51	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.rna.52	NA	BS
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in protein synthesis	SSU_rRNA	SSU rRNA	active	fig|671267.8.rna.53	SSU rRNA ## 16S rRNA, small subunit ribosomal RNA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.103	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2615	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.104	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2616	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2617	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2618	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2619	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2620	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2621	NA	BS
CELL ENVELOPE	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	KDO2-Lipid A biosynthesis	Tetraacyldisaccharide_4'-kinase_(EC_2.7.1.130)	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	active	fig|671267.8.peg.2622	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial	N-Ribosylnicotinamide_phosphorylase_(EC_2.4.2.1)	N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)	active	fig|671267.8.peg.2623	Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global	N-Ribosylnicotinamide_phosphorylase_(EC_2.4.2.1)	N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)	active	fig|671267.8.peg.2623	Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)	BS
METABOLISM	Nucleosides and Nucleotides	Adenosyl nucleosidases	Adenosyl nucleosidases	Purine_nucleoside_phosphorylase_(EC_2.4.2.1)	Purine nucleoside phosphorylase (EC 2.4.2.1)	active	fig|671267.8.peg.2623	Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Thiamin	Thiamin, thiazole, hydroxymethylpyrimidine salvage and uptake	Thiamine-monophosphate_kinase_(EC_2.7.4.16)	Thiamine-monophosphate kinase (EC 2.7.4.16)	active	fig|671267.8.peg.2624	Thiamine-monophosphate kinase (EC 2.7.4.16)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.105	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.rna.54	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2625	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2626	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2627	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2628	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2629	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2630	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2631	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2632	NA	BS
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	DNA_primase,_TraP-type	DNA primase, TraP-type	active	fig|671267.8.peg.2633	DNA primase, TraP-type	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2634	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2635	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2636	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2637	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2638	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2639	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2640	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2641	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2642	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2643	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2644	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2645	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2646	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2647	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2648	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2649	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2650	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2651	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2652	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2653	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2654	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2655	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2656	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2657	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2658	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2659	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2660	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2661	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2662	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2663	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2664	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2665	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2666	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2667	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2668	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2669	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2670	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2671	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2672	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2673	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2674	NA	BS
METABOLISM	Carbohydrates	Di- and oligosaccharides	Galactose utilization	alpha-galactosidase_(EC_3.2.1.22)	alpha-galactosidase (EC 3.2.1.22)	active	fig|671267.8.peg.2675	alpha-galactosidase (EC 3.2.1.22)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2676	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2677	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2678	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2679	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2680	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2681	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2682	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2683	NA	BS
METABOLISM	Carbohydrates	Di- and oligosaccharides	Lactose utilization	beta-galactosidase_(EC_3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	active	fig|671267.8.peg.2684	beta-galactosidase (EC 3.2.1.23)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2685	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2686	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2687	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2688	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2689	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2690	NA	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Cell_surface_glycan-binding_lipoprotein,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusD_family	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	active	fig|671267.8.peg.2691	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Outer_membrane_TonB-dependent_transporter,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusC_family	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	active	fig|671267.8.peg.2692	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2693	NA	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Cell_surface_glycan-binding_lipoprotein,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusD_family	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	active	fig|671267.8.peg.2694	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	BS
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Outer_membrane_TonB-dependent_transporter,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusC_family	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	active	fig|671267.8.peg.2695	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2696	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2697	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2698	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2699	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2700	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2701	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2702	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2703	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2704	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2705	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2706	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2707	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2708	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2709	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2710	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2711	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2712	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2713	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2714	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2715	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2716	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2717	NA	BS
PROTEIN PROCESSING	Protein Synthesis	Translation	Translation termination factors, bacterial	Peptide_chain_release_factor_2	Peptide chain release factor 2	active	fig|671267.8.peg.2718	Peptide chain release factor 2	BS
PROTEIN PROCESSING	Protein Synthesis	Translation	Programmed frameshift	Peptide_chain_release_factor_2	Peptide chain release factor 2	active	fig|671267.8.peg.2718	Peptide chain release factor 2	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis	Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	active	fig|671267.8.peg.2719	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization	Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	active	fig|671267.8.peg.2719	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	BS
METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis	N-succinyl-L-citrulline_deacetylase	N-succinyl-L-citrulline deacetylase	active	fig|671267.8.peg.2720	N-succinyl-L-citrulline deacetylase	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2721	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.106	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2722	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2723	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2724	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.repeat.107	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2725	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2726	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2727	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2728	NA	BS
CELL ENVELOPE	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	KDO2-Lipid A biosynthesis	3-deoxy-D-manno-octulosonic_acid_transferase_(EC_2.4.99.12)(EC_2.4.99.13)	3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)	active	fig|671267.8.peg.2729	3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)	BS
PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Gln	Glutamyl-tRNA_synthetase_(EC_6.1.1.17)	Glutamyl-tRNA synthetase (EC 6.1.1.17)	active	fig|671267.8.peg.2730	Glutamyl-tRNA synthetase (EC 6.1.1.17)	BS
PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Glu	Glutamyl-tRNA_synthetase_(EC_6.1.1.17)	Glutamyl-tRNA synthetase (EC 6.1.1.17)	active	fig|671267.8.peg.2730	Glutamyl-tRNA synthetase (EC 6.1.1.17)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2731	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2732	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2733	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2734	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2735	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2736	NA	BS
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Cob(I)alamin adenosyltransferase	ATP:Cob(I)alamin_adenosyltransferase_(EC_2.5.1.17)	ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	active	fig|671267.8.peg.2737	ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2738	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2739	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2740	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2741	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2742	NA	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2743	NA	BS
METABOLISM	Carbohydrates	Di- and oligosaccharides	Lactose utilization	beta-galactosidase_(EC_3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	active	fig|671267.8.peg.2744	beta-galactosidase (EC 3.2.1.23)	BS
NA	NA	NA	NA	NA	NA	NA	fig|671267.8.peg.2745	NA	BS
